id,name,full_name,url,created_at,language
38797469,aarch64-qemu-tests,mcharleb/aarch64-qemu-tests,https://api.github.com/repos/mcharleb/aarch64-qemu-tests,2015-07-09T04:40:18Z,Makefile
44725455,injector,avs333/injector,https://api.github.com/repos/avs333/injector,2015-10-22T06:05:57Z,C
45156161,dockerfile-gecko-aarch64-cross,makotokato/dockerfile-gecko-aarch64-cross,https://api.github.com/repos/makotokato/dockerfile-gecko-aarch64-cross,2015-10-29T02:49:02Z,Dockerfile
50342274,aarch64-tut,shobhitkukreti/aarch64-tut,https://api.github.com/repos/shobhitkukreti/aarch64-tut,2016-01-25T10:08:01Z,Assembly
56878179,yocto-aarch64,gtristan/yocto-aarch64,https://api.github.com/repos/gtristan/yocto-aarch64,2016-04-22T18:50:54Z,Python
63877251,asp3-aarch64,takeharukato/asp3-aarch64,https://api.github.com/repos/takeharukato/asp3-aarch64,2016-07-21T14:41:12Z,C
62325138,docker-linaro-aarch64,starlab-io/docker-linaro-aarch64,https://api.github.com/repos/starlab-io/docker-linaro-aarch64,2016-06-30T16:10:28Z,None
69659744,iBoot64helper,argp/iBoot64helper,https://api.github.com/repos/argp/iBoot64helper,2016-09-30T11:02:55Z,Python
69724672,hadoop-arm64,owlab-exp/hadoop-arm64,https://api.github.com/repos/owlab-exp/hadoop-arm64,2016-10-01T07:07:30Z,None
72009669,project31.github.io,Project31/project31.github.io,https://api.github.com/repos/Project31/project31.github.io,2016-10-26T14:08:57Z,Ruby
71786991,aarch64-ohb,htreu/aarch64-ohb,https://api.github.com/repos/htreu/aarch64-ohb,2016-10-24T12:34:10Z,Shell
71420646,multi_thread_workload,jingyu00/multi_thread_workload,https://api.github.com/repos/jingyu00/multi_thread_workload,2016-10-20T03:07:32Z,C
71158774,aarch64-java8,htreu/aarch64-java8,https://api.github.com/repos/htreu/aarch64-java8,2016-10-17T16:29:20Z,None
78438657,opcodesDB,MahdiSafsafi/opcodesDB,https://api.github.com/repos/MahdiSafsafi/opcodesDB,2017-01-09T14:57:33Z,Perl
79638952,docker-armbuilds,DieterReuter/docker-armbuilds,https://api.github.com/repos/DieterReuter/docker-armbuilds,2017-01-21T10:25:19Z,None
78747413,aprs-box-dockerfiles,bnordgren/aprs-box-dockerfiles,https://api.github.com/repos/bnordgren/aprs-box-dockerfiles,2017-01-12T13:20:42Z,Shell
80358593,help,nadhmiamri/help,https://api.github.com/repos/nadhmiamri/help,2017-01-29T16:59:56Z,None
89434048,pidstat,zhenggaobing/pidstat,https://api.github.com/repos/zhenggaobing/pidstat,2017-04-26T03:33:04Z,C
87774592,X86EmulatorPkg,openSUSE/X86EmulatorPkg,https://api.github.com/repos/openSUSE/X86EmulatorPkg,2017-04-10T06:28:09Z,C
87945116,gem5_arm_fullsystem_files_generator,metempsy/gem5_arm_fullsystem_files_generator,https://api.github.com/repos/metempsy/gem5_arm_fullsystem_files_generator,2017-04-11T14:38:13Z,Shell
88507233,RPi64BareMetal,YujiToshinaga/RPi64BareMetal,https://api.github.com/repos/YujiToshinaga/RPi64BareMetal,2017-04-17T12:45:30Z,Makefile
87089940,docker-alpine,laamalif/docker-alpine,https://api.github.com/repos/laamalif/docker-alpine,2017-04-03T15:29:37Z,None
88497209,memutil,qhuyduong/memutil,https://api.github.com/repos/qhuyduong/memutil,2017-04-17T10:20:01Z,C
89087796,docker-mounted-alpine-aarch64,nodakai/docker-mounted-alpine-aarch64,https://api.github.com/repos/nodakai/docker-mounted-alpine-aarch64,2017-04-22T17:38:26Z,None
96980216,arm_adb,qhuyduong/arm_adb,https://api.github.com/repos/qhuyduong/arm_adb,2017-07-12T07:48:51Z,C++
98336661,Toochains,mayankbali/Toochains,https://api.github.com/repos/mayankbali/Toochains,2017-07-25T18:16:29Z,C
98389128,aarch64-linux-kernel-linaro-7.x,acuicultor/aarch64-linux-kernel-linaro-7.x,https://api.github.com/repos/acuicultor/aarch64-linux-kernel-linaro-7.x,2017-07-26T06:44:47Z,C++
97196089,aarch64-docker,bargees/aarch64-docker,https://api.github.com/repos/bargees/aarch64-docker,2017-07-14T05:24:02Z,Makefile
106262472,ubuntu64-rpi,txy7795679/ubuntu64-rpi,https://api.github.com/repos/txy7795679/ubuntu64-rpi,2017-10-09T09:21:03Z,None
106627491,tensorflow-aarch64,lherman-cs/tensorflow-aarch64,https://api.github.com/repos/lherman-cs/tensorflow-aarch64,2017-10-12T01:08:22Z,None
106463919,cloudsuite-aarch64,fleandr/cloudsuite-aarch64,https://api.github.com/repos/fleandr/cloudsuite-aarch64,2017-10-10T19:50:08Z,PHP
107135654,tracas,thvnx/tracas,https://api.github.com/repos/thvnx/tracas,2017-10-16T14:04:01Z,OCaml
106486959,ArmInt,anydream/ArmInt,https://api.github.com/repos/anydream/ArmInt,2017-10-11T00:45:13Z,C++
107832062,TinyCore-AARCH64,PocketCluster/TinyCore-AARCH64,https://api.github.com/repos/PocketCluster/TinyCore-AARCH64,2017-10-22T02:42:19Z,None
105606873,aarch64_armv81extension,semi-erect/aarch64_armv81extension,https://api.github.com/repos/semi-erect/aarch64_armv81extension,2017-10-03T02:27:35Z,C++
116040782,exploit_me,bkerler/exploit_me,https://api.github.com/repos/bkerler/exploit_me,2018-01-02T17:36:42Z,C++
117544248,tf-aarch64,noahzhy/tf-aarch64,https://api.github.com/repos/noahzhy/tf-aarch64,2018-01-15T12:44:48Z,None
118193946,syscalls-table-aarch64,marysaka/syscalls-table-aarch64,https://api.github.com/repos/marysaka/syscalls-table-aarch64,2018-01-20T00:33:49Z,JavaScript
116287482,archlinux-meson-cross-aarch64-linux-gnu,dcbaker/archlinux-meson-cross-aarch64-linux-gnu,https://api.github.com/repos/dcbaker/archlinux-meson-cross-aarch64-linux-gnu,2018-01-04T17:18:54Z,None
116419098,risu-testcases-sve,rth7680/risu-testcases-sve,https://api.github.com/repos/rth7680/risu-testcases-sve,2018-01-05T19:23:49Z,Shell
115840247,docker-mosquitto-arm64,brettmiller/docker-mosquitto-arm64,https://api.github.com/repos/brettmiller/docker-mosquitto-arm64,2017-12-31T03:32:54Z,Dockerfile
117696936,mambo-vm,beehive-lab/mambo-vm,https://api.github.com/repos/beehive-lab/mambo-vm,2018-01-16T14:51:36Z,Shell
117581165,aarch64-linux-android-6.x,Loup-ROM/aarch64-linux-android-6.x,https://api.github.com/repos/Loup-ROM/aarch64-linux-android-6.x,2018-01-15T18:33:38Z,Roff
118492634,aarch64-linux-android-7.x,Loup-ROM/aarch64-linux-android-7.x,https://api.github.com/repos/Loup-ROM/aarch64-linux-android-7.x,2018-01-22T17:45:30Z,Roff
129466862,hydrox-kernel,vE5li/hydrox-kernel,https://api.github.com/repos/vE5li/hydrox-kernel,2018-04-14T00:33:04Z,Rust
128602090,IPA-Patch,zweed4u/IPA-Patch,https://api.github.com/repos/zweed4u/IPA-Patch,2018-04-08T05:36:06Z,Shell
128470169,usbreser_aarch64,big-town/usbreser_aarch64,https://api.github.com/repos/big-town/usbreser_aarch64,2018-04-06T21:03:33Z,C
129665992,android_prebuilts_gcc_linux-x86_aarch64_aarch64-linux-gnu-linaro-5.5.0,ljb233/android_prebuilts_gcc_linux-x86_aarch64_aarch64-linux-gnu-linaro-5.5.0,https://api.github.com/repos/ljb233/android_prebuilts_gcc_linux-x86_aarch64_aarch64-linux-gnu-linaro-5.5.0,2018-04-16T01:06:38Z,HTML
127673884,docker-cardigann-aarch64,andreipoe/docker-cardigann-aarch64,https://api.github.com/repos/andreipoe/docker-cardigann-aarch64,2018-04-01T21:46:16Z,None
128133951,cockroach-arm64,mojlighetsministeriet/cockroach-arm64,https://api.github.com/repos/mojlighetsministeriet/cockroach-arm64,2018-04-04T23:20:13Z,Shell
131443169,netbsd-pine64-build,pine64plus/netbsd-pine64-build,https://api.github.com/repos/pine64plus/netbsd-pine64-build,2018-04-28T20:49:04Z,Shell
139276932,ncsdk-aarch64,markjay4k/ncsdk-aarch64,https://api.github.com/repos/markjay4k/ncsdk-aarch64,2018-06-30T20:13:23Z,Python
139216367,Tensorflow-1.9rc0-py36-aarch64,markjay4k/Tensorflow-1.9rc0-py36-aarch64,https://api.github.com/repos/markjay4k/Tensorflow-1.9rc0-py36-aarch64,2018-06-30T03:35:24Z,None
139599639,SQLite3,ianmacd/SQLite3,https://api.github.com/repos/ianmacd/SQLite3,2018-07-03T14:58:36Z,Shell
142552478,rpi-arm64-ubuntu-o-debian-build,leeee-me/rpi-arm64-ubuntu-o-debian-build,https://api.github.com/repos/leeee-me/rpi-arm64-ubuntu-o-debian-build,2018-07-27T08:48:22Z,Shell
142972894,arm-linux-androideabi,krasCGQ/arm-linux-androideabi,https://api.github.com/repos/krasCGQ/arm-linux-androideabi,2018-07-31T06:38:24Z,C
142889760,fdo-aarch64-logs,Othko97/fdo-aarch64-logs,https://api.github.com/repos/Othko97/fdo-aarch64-logs,2018-07-30T14:50:09Z,None
141874557,mbahd3m4n6,60-n3z/mbahd3m4n6,https://api.github.com/repos/60-n3z/mbahd3m4n6,2018-07-22T07:19:57Z,None
152341804,moooooooo,shinyquagsire23/moooooooo,https://api.github.com/repos/shinyquagsire23/moooooooo,2018-10-10T01:00:51Z,C++
153120678,Bazel_bin,PINTO0309/Bazel_bin,https://api.github.com/repos/PINTO0309/Bazel_bin,2018-10-15T13:45:49Z,Shell
151816167,rt-uboot-aarch64-demo,zhaohengbo/rt-uboot-aarch64-demo,https://api.github.com/repos/zhaohengbo/rt-uboot-aarch64-demo,2018-10-06T07:36:55Z,C
152257192,OpenCV-aarch64,huzz/OpenCV-aarch64,https://api.github.com/repos/huzz/OpenCV-aarch64,2018-10-09T13:36:16Z,None
153378984,Archive,MCApollo/Archive,https://api.github.com/repos/MCApollo/Archive,2018-10-17T01:43:54Z,C++
154108859,spectrum4,spectrum4/spectrum4,https://api.github.com/repos/spectrum4/spectrum4,2018-10-22T08:18:33Z,Assembly
152251867,Pytorch-aarch64,huzz/Pytorch-aarch64,https://api.github.com/repos/huzz/Pytorch-aarch64,2018-10-09T13:01:07Z,None
151839523,arm64-re,enovella/arm64-re,https://api.github.com/repos/enovella/arm64-re,2018-10-06T12:51:41Z,Makefile
151443445,baseimage,jptmoore/baseimage,https://api.github.com/repos/jptmoore/baseimage,2018-10-03T16:21:58Z,Dockerfile
150992143,Slimcoin-aarch64,muf18/Slimcoin-aarch64,https://api.github.com/repos/muf18/Slimcoin-aarch64,2018-09-30T18:03:17Z,None
154851728,docker-compose-aarch64,derrickrobb/docker-compose-aarch64,https://api.github.com/repos/derrickrobb/docker-compose-aarch64,2018-10-26T15:00:45Z,None
152607268,arm-cross-build,masami256/arm-cross-build,https://api.github.com/repos/masami256/arm-cross-build,2018-10-11T14:41:55Z,Dockerfile
153958922,mark3-bsp-qemu_raspi3,moslevin/mark3-bsp-qemu_raspi3,https://api.github.com/repos/moslevin/mark3-bsp-qemu_raspi3,2018-10-21T00:02:46Z,C++
154890317,gentoo-crossdev-aarch64,wuodan-docker/gentoo-crossdev-aarch64,https://api.github.com/repos/wuodan-docker/gentoo-crossdev-aarch64,2018-10-26T20:22:11Z,Dockerfile
154422091,test_aarch_ci_build,jjhelmus/test_aarch_ci_build,https://api.github.com/repos/jjhelmus/test_aarch_ci_build,2018-10-24T01:49:24Z,None
151008950,docker-arm64v8-ubuntu-qemu,bossjones/docker-arm64v8-ubuntu-qemu,https://api.github.com/repos/bossjones/docker-arm64v8-ubuntu-qemu,2018-09-30T21:32:15Z,Shell
154444837,efitest,b49020/efitest,https://api.github.com/repos/b49020/efitest,2018-10-24T05:38:04Z,Python
152484638,gentoo-rpi3b-radio,armtux/gentoo-rpi3b-radio,https://api.github.com/repos/armtux/gentoo-rpi3b-radio,2018-10-10T20:19:43Z,Shell
155472382,big-endian,steev/big-endian,https://api.github.com/repos/steev/big-endian,2018-10-31T00:00:35Z,Shell
168139345,Emu68,michalsc/Emu68,https://api.github.com/repos/michalsc/Emu68,2019-01-29T10:53:29Z,C
167734565,docker-elk-arm64,gagara/docker-elk-arm64,https://api.github.com/repos/gagara/docker-elk-arm64,2019-01-26T20:17:25Z,Shell
166307267,xcc,tyfkda/xcc,https://api.github.com/repos/tyfkda/xcc,2019-01-17T22:38:21Z,C
164246358,conda4aarch64,jjhelmus/conda4aarch64,https://api.github.com/repos/jjhelmus/conda4aarch64,2019-01-05T19:51:15Z,Shell
163647020,GlibC-AArch64-Android,fhh200000/GlibC-AArch64-Android,https://api.github.com/repos/fhh200000/GlibC-AArch64-Android,2018-12-31T06:59:32Z,C
166074325,FreeRTOSv1011_AArch64_RaspberryPi3Bplus,zhoukejun/FreeRTOSv1011_AArch64_RaspberryPi3Bplus,https://api.github.com/repos/zhoukejun/FreeRTOSv1011_AArch64_RaspberryPi3Bplus,2019-01-16T16:37:57Z,C
164311122,rust-aarch64,hermitcore/rust-aarch64,https://api.github.com/repos/hermitcore/rust-aarch64,2019-01-06T13:44:20Z,Rust
167842129,X25519-AArch64,Emill/X25519-AArch64,https://api.github.com/repos/Emill/X25519-AArch64,2019-01-27T18:18:29Z,Assembly
164306219,aarch64-raph-linux-android,RaphielGang/aarch64-raph-linux-android,https://api.github.com/repos/RaphielGang/aarch64-raph-linux-android,2019-01-06T12:45:13Z,C
168452901,pip-arm-wheel,unsuitable001/pip-arm-wheel,https://api.github.com/repos/unsuitable001/pip-arm-wheel,2019-01-31T02:58:09Z,None
165282080,bootloader,JaredWright/bootloader,https://api.github.com/repos/JaredWright/bootloader,2019-01-11T17:23:36Z,C
166718256,aarch64-tests,gabe-ochoa/aarch64-tests,https://api.github.com/repos/gabe-ochoa/aarch64-tests,2019-01-20T22:54:24Z,Dockerfile
167367251,dero-gold-arm,LeoStehlik/dero-gold-arm,https://api.github.com/repos/LeoStehlik/dero-gold-arm,2019-01-24T12:52:43Z,C++
165528329,docker4jetson,taskx6004/docker4jetson,https://api.github.com/repos/taskx6004/docker4jetson,2019-01-13T16:33:25Z,None
163790563,aarch64-linux-gnu-8.2.x,CMRemix/aarch64-linux-gnu-8.2.x,https://api.github.com/repos/CMRemix/aarch64-linux-gnu-8.2.x,2019-01-02T03:37:24Z,None
163932378,armnn-onnx,putiancaijunyu/armnn-onnx,https://api.github.com/repos/putiancaijunyu/armnn-onnx,2019-01-03T06:29:20Z,None
165668048,RaspberrypiOS,NourElMenshawy/RaspberrypiOS,https://api.github.com/repos/NourElMenshawy/RaspberrypiOS,2019-01-14T13:39:49Z,CMake
182251845,aarch64-linux-android-4.9,djb77/aarch64-linux-android-4.9,https://api.github.com/repos/djb77/aarch64-linux-android-4.9,2019-04-19T11:03:14Z,C
183848643,docker-ubuntu-pandalearning,lostinfever/docker-ubuntu-pandalearning,https://api.github.com/repos/lostinfever/docker-ubuntu-pandalearning,2019-04-28T03:09:30Z,None
179179608,terraform-openstack-images,AmpereComputing/terraform-openstack-images,https://api.github.com/repos/AmpereComputing/terraform-openstack-images,2019-04-03T00:26:50Z,HCL
179142422,vcvrack-dockerbuild-v1,hexdump0815/vcvrack-dockerbuild-v1,https://api.github.com/repos/hexdump0815/vcvrack-dockerbuild-v1,2019-04-02T19:11:13Z,Shell
182358643,Osmocom-BB-fully-automatic-compilation-script,johanlike/Osmocom-BB-fully-automatic-compilation-script,https://api.github.com/repos/johanlike/Osmocom-BB-fully-automatic-compilation-script,2019-04-20T04:13:26Z,None
181070086,energi,zalam003/energi,https://api.github.com/repos/zalam003/energi,2019-04-12T19:18:29Z,None
184149296,yugabyte-db-thirdparty,yugabyte/yugabyte-db-thirdparty,https://api.github.com/repos/yugabyte/yugabyte-db-thirdparty,2019-04-29T21:51:36Z,Python
181875508,bwa-for-arm,smikkelsendk/bwa-for-arm,https://api.github.com/repos/smikkelsendk/bwa-for-arm,2019-04-17T11:15:04Z,None
183189732,drone-aarch64-makepkg,mydatakeeper/drone-aarch64-makepkg,https://api.github.com/repos/mydatakeeper/drone-aarch64-makepkg,2019-04-24T08:57:33Z,Shell
183916633,qemu-cross-testdev,khurramHazen/qemu-cross-testdev,https://api.github.com/repos/khurramHazen/qemu-cross-testdev,2019-04-28T14:10:40Z,Makefile
179436035,qemu-aarch64,zycczy/qemu-aarch64,https://api.github.com/repos/zycczy/qemu-aarch64,2019-04-04T06:32:57Z,C
183852771,dpdk-simple-app,phiyan01/dpdk-simple-app,https://api.github.com/repos/phiyan01/dpdk-simple-app,2019-04-28T03:50:25Z,C
184280670,electrs-bin,Stadicus/electrs-bin,https://api.github.com/repos/Stadicus/electrs-bin,2019-04-30T14:47:52Z,None
180358097,httpobs-local-scan,datenfahrt/httpobs-local-scan,https://api.github.com/repos/datenfahrt/httpobs-local-scan,2019-04-09T12:06:07Z,Dockerfile
183899950,aarch64-linux-android-8.x,mordiford/aarch64-linux-android-8.x,https://api.github.com/repos/mordiford/aarch64-linux-android-8.x,2019-04-28T11:34:08Z,HTML
181689203,rasperrypi-userland-aarch64-git,zommuter/rasperrypi-userland-aarch64-git,https://api.github.com/repos/zommuter/rasperrypi-userland-aarch64-git,2019-04-16T12:55:26Z,Shell
179141561,vcvrack-dockerbuild-v0,hexdump0815/vcvrack-dockerbuild-v0,https://api.github.com/repos/hexdump0815/vcvrack-dockerbuild-v0,2019-04-02T19:05:35Z,C
180095495,gcc-linaro-4.9,Sukrut4778/gcc-linaro-4.9,https://api.github.com/repos/Sukrut4778/gcc-linaro-4.9,2019-04-08T07:38:23Z,HTML
183206412,gem5-aarch64-dvfs,jwanza/gem5-aarch64-dvfs,https://api.github.com/repos/jwanza/gem5-aarch64-dvfs,2019-04-24T10:29:48Z,None
181314066,gcc-arm-8.3,SOVIET-ANDROID/gcc-arm-8.3,https://api.github.com/repos/SOVIET-ANDROID/gcc-arm-8.3,2019-04-14T13:36:48Z,None
179205730,gcc7-toolchain,v4lkyr/gcc7-toolchain,https://api.github.com/repos/v4lkyr/gcc7-toolchain,2019-04-03T03:44:58Z,C
179146143,helm-synth-dockerbuild,hexdump0815/helm-synth-dockerbuild,https://api.github.com/repos/hexdump0815/helm-synth-dockerbuild,2019-04-02T19:36:42Z,Dockerfile
198689474,edge,zerotier/edge,https://api.github.com/repos/zerotier/edge,2019-07-24T18:28:22Z,Perl
195953804,module-builder,henriknelson/module-builder,https://api.github.com/repos/henriknelson/module-builder,2019-07-09T07:16:23Z,Shell
198792816,project-saturn,alex-bluesman/project-saturn,https://api.github.com/repos/alex-bluesman/project-saturn,2019-07-25T08:43:01Z,C++
195300933,NCS2-and-Coral-TPU-on-aarch64,MrJBSwe/NCS2-and-Coral-TPU-on-aarch64,https://api.github.com/repos/MrJBSwe/NCS2-and-Coral-TPU-on-aarch64,2019-07-04T21:05:13Z,None
196920329,kendryte-toolchain-arm,experimentech/kendryte-toolchain-arm,https://api.github.com/repos/experimentech/kendryte-toolchain-arm,2019-07-15T03:53:07Z,None
195295476,XcodeAsm,pto/XcodeAsm,https://api.github.com/repos/pto/XcodeAsm,2019-07-04T20:02:13Z,Swift
197306959,build-toppers-fmp-rpi64,nmiri-nagoya-nsaito/build-toppers-fmp-rpi64,https://api.github.com/repos/nmiri-nagoya-nsaito/build-toppers-fmp-rpi64,2019-07-17T03:18:09Z,Shell
198564578,aarch64-builder,koalaman/aarch64-builder,https://api.github.com/repos/koalaman/aarch64-builder,2019-07-24T05:30:07Z,Dockerfile
196379215,aarch64-bazel,Stormreaver/aarch64-bazel,https://api.github.com/repos/Stormreaver/aarch64-bazel,2019-07-11T11:11:59Z,None
197071302,brscan2,simonfojtu/brscan2,https://api.github.com/repos/simonfojtu/brscan2,2019-07-15T20:56:21Z,C
197705213,aarch64-cross-compiler,phlummox/aarch64-cross-compiler,https://api.github.com/repos/phlummox/aarch64-cross-compiler,2019-07-19T05:04:32Z,Shell
196197310,nanopi-mon-server,Leen15/nanopi-mon-server,https://api.github.com/repos/Leen15/nanopi-mon-server,2019-07-10T12:00:57Z,JavaScript
194943117,removed-openssh,doz0011/removed-openssh,https://api.github.com/repos/doz0011/removed-openssh,2019-07-02T22:29:51Z,None
214329715,aarch64-extensions,meme/aarch64-extensions,https://api.github.com/repos/meme/aarch64-extensions,2019-10-11T02:52:19Z,C++
218612444,hcontainer-tutorial,systems-nuts/hcontainer-tutorial,https://api.github.com/repos/systems-nuts/hcontainer-tutorial,2019-10-30T19:57:45Z,Shell
216952893,golang-aarch64,mzyfree/golang-aarch64,https://api.github.com/repos/mzyfree/golang-aarch64,2019-10-23T02:42:21Z,None
213672051,actix-aarch64-issue,asyade/actix-aarch64-issue,https://api.github.com/repos/asyade/actix-aarch64-issue,2019-10-08T14:49:57Z,C
215673636,aarch64-unknown-linux-gnu,NitroOxid/aarch64-unknown-linux-gnu,https://api.github.com/repos/NitroOxid/aarch64-unknown-linux-gnu,2019-10-17T01:04:00Z,C++
216244395,balena-raspberry-pi4-omada-controller,HDebeuf/balena-raspberry-pi4-omada-controller,https://api.github.com/repos/HDebeuf/balena-raspberry-pi4-omada-controller,2019-10-19T17:26:22Z,Dockerfile
218051935,docker_mysql_armv8,AssassinJY/docker_mysql_armv8,https://api.github.com/repos/AssassinJY/docker_mysql_armv8,2019-10-28T13:23:54Z,Shell
213994450,aarch64-asm-fun,bSchnepp/aarch64-asm-fun,https://api.github.com/repos/bSchnepp/aarch64-asm-fun,2019-10-09T18:29:56Z,Assembly
216255292,curl-win-aarch64,janisozaur/curl-win-aarch64,https://api.github.com/repos/janisozaur/curl-win-aarch64,2019-10-19T18:51:42Z,None
213389653,debian-buster-64,sakaki-/debian-buster-64,https://api.github.com/repos/sakaki-/debian-buster-64,2019-10-07T13:24:07Z,None
216142906,gcc-aarch64-linux-gnu,pizzafactory-contorno/gcc-aarch64-linux-gnu,https://api.github.com/repos/pizzafactory-contorno/gcc-aarch64-linux-gnu,2019-10-19T03:23:26Z,Dockerfile
214160679,hiir,unevens/hiir,https://api.github.com/repos/unevens/hiir,2019-10-10T11:06:53Z,C++
216086515,jdk8,zzpptt/jdk8,https://api.github.com/repos/zzpptt/jdk8,2019-10-18T18:40:09Z,Shell
216087447,jdk,zzpptt/jdk,https://api.github.com/repos/zzpptt/jdk,2019-10-18T18:46:06Z,Java
216085233,corba,zzpptt/corba,https://api.github.com/repos/zzpptt/corba,2019-10-18T18:31:46Z,Java
216086913,jaxp,zzpptt/jaxp,https://api.github.com/repos/zzpptt/jaxp,2019-10-18T18:42:48Z,Java
216086795,hotspot,zzpptt/hotspot,https://api.github.com/repos/zzpptt/hotspot,2019-10-18T18:41:58Z,C++
216087842,nashorn,zzpptt/nashorn,https://api.github.com/repos/zzpptt/nashorn,2019-10-18T18:48:48Z,Java
216083135,popcorn-tutorial,systems-nuts/popcorn-tutorial,https://api.github.com/repos/systems-nuts/popcorn-tutorial,2019-10-18T18:18:00Z,None
216087579,langtools,zzpptt/langtools,https://api.github.com/repos/zzpptt/langtools,2019-10-18T18:46:55Z,Java
212348231,aarch64-crosscompiler-build-scripts,domWalters/aarch64-crosscompiler-build-scripts,https://api.github.com/repos/domWalters/aarch64-crosscompiler-build-scripts,2019-10-02T13:25:33Z,Shell
216087241,jaxws,zzpptt/jaxws,https://api.github.com/repos/zzpptt/jaxws,2019-10-18T18:44:57Z,Java
211931399,dummypkg,bartman081523/dummypkg,https://api.github.com/repos/bartman081523/dummypkg,2019-09-30T18:47:53Z,Shell
218786739,py3-tf2-opencv-aarch64,benbotto/py3-tf2-opencv-aarch64,https://api.github.com/repos/benbotto/py3-tf2-opencv-aarch64,2019-10-31T14:35:25Z,Dockerfile
215470262,aarch64-buildroot-linux-musl,crazyuploader/aarch64-buildroot-linux-musl,https://api.github.com/repos/crazyuploader/aarch64-buildroot-linux-musl,2019-10-16T06:09:24Z,None
212053454,gmode,xylophanes/gmode,https://api.github.com/repos/xylophanes/gmode,2019-10-01T09:03:13Z,Shell
218243276,brpc_release-arm64,shenshuyu/brpc_release-arm64,https://api.github.com/repos/shenshuyu/brpc_release-arm64,2019-10-29T08:53:31Z,None
212547646,cuda-tensorflow-xavier,andreyhristov/cuda-tensorflow-xavier,https://api.github.com/repos/andreyhristov/cuda-tensorflow-xavier,2019-10-03T09:59:27Z,None
231448331,kiss-aarch64,jedavies-dev/kiss-aarch64,https://api.github.com/repos/jedavies-dev/kiss-aarch64,2020-01-02T19:44:16Z,Shell
233362587,prebuilts_gcc_linux-x86_aarch64_aarch64-linaro-7,ghostrider-reborn/prebuilts_gcc_linux-x86_aarch64_aarch64-linaro-7,https://api.github.com/repos/ghostrider-reborn/prebuilts_gcc_linux-x86_aarch64_aarch64-linaro-7,2020-01-12T08:42:09Z,C++
237432066,Pi_AARCH64_Baremetal,LdB-ECM/Pi_AARCH64_Baremetal,https://api.github.com/repos/LdB-ECM/Pi_AARCH64_Baremetal,2020-01-31T13:07:31Z,C
232968621,termux.stable.aarch64.deb.packages,WAE/termux.stable.aarch64.deb.packages,https://api.github.com/repos/WAE/termux.stable.aarch64.deb.packages,2020-01-10T04:56:40Z,HTML
